contact_id,name,email,company,industry,source,created_at,engagement_score,converted,conversion_date,channel_cost_total,funnel_stage
1355,Lead_1355,lead1355@example.com,Company_68,Healthcare,Facebook Ads,2025-06-25,37,False,,30000,Lead
1356,Lead_1356,lead1356@example.com,Company_102,Healthcare,Organic,2025-06-04,7,False,,0,Lead
1357,Lead_1357,lead1357@example.com,Company_155,EdTech,Facebook Ads,2025-06-10,3,False,,30000,Lead
1358,Lead_1358,lead1358@example.com,Company_92,FinTech,Referral,2025-06-10,22,False,,2500,Lead
1359,Lead_1359,lead1359@example.com,Company_158,FinTech,Organic,2025-06-16,45,True,2025-07-20,0,Customer
1360,Lead_1360,lead1360@example.com,Company_147,Healthcare,Email Campaign,2025-06-05,31,True,2025-07-09,10000,Customer
1361,Lead_1361,lead1361@example.com,Company_224,SaaS,Facebook Ads,2025-06-01,9,False,,30000,Lead
1362,Lead_1362,lead1362@example.com,Company_285,EdTech,Email Campaign,2025-05-31,6,False,,10000,Lead
1363,Lead_1363,lead1363@example.com,Company_222,Manufacturing,Facebook Ads,2025-06-01,24,False,,30000,Lead
1364,Lead_1364,lead1364@example.com,Company_103,SaaS,Email Campaign,2025-06-13,27,False,,10000,Lead
1365,Lead_1365,lead1365@example.com,Company_46,EdTech,Facebook Ads,2025-06-01,11,False,,30000,Lead
1366,Lead_1366,lead1366@example.com,Company_204,Healthcare,Organic,2025-06-02,7,False,,0,Lead
1367,Lead_1367,lead1367@example.com,Company_193,Manufacturing,Organic,2025-06-04,18,False,,0,Lead
1368,Lead_1368,lead1368@example.com,Company_189,SaaS,Facebook Ads,2025-06-23,0,False,,30000,Lead
1369,Lead_1369,lead1369@example.com,Company_111,Manufacturing,Facebook Ads,2025-06-01,0,False,,30000,Lead
1370,Lead_1370,lead1370@example.com,Company_279,Manufacturing,Referral,2025-06-03,23,False,,2500,Lead
1371,Lead_1371,lead1371@example.com,Company_294,EdTech,LinkedIn DMs,2025-07-13,48,False,,25000,MQL
1372,Lead_1372,lead1372@example.com,Company_251,Healthcare,LinkedIn DMs,2025-06-05,19,False,,25000,Lead
1373,Lead_1373,lead1373@example.com,Company_135,SaaS,LinkedIn DMs,2025-06-01,91,False,,25000,POC
1374,Lead_1374,lead1374@example.com,Company_163,E-Commerce,Facebook Ads,2025-06-09,35,False,,30000,Lead
1375,Lead_1375,lead1375@example.com,Company_123,E-Commerce,Facebook Ads,2025-05-31,34,False,,30000,Lead
1376,Lead_1376,lead1376@example.com,Company_170,Manufacturing,Email Campaign,2025-07-03,56,False,,10000,MQL
1377,Lead_1377,lead1377@example.com,Company_282,EdTech,LinkedIn DMs,2025-07-01,17,False,,25000,Lead
1378,Lead_1378,lead1378@example.com,Company_46,SaaS,Organic,2025-07-07,27,False,,0,Lead
1379,Lead_1379,lead1379@example.com,Company_100,SaaS,Facebook Ads,2025-06-16,14,False,,30000,Lead
1380,Lead_1380,lead1380@example.com,Company_138,Healthcare,Email Campaign,2025-06-23,24,False,,10000,Lead
1381,Lead_1381,lead1381@example.com,Company_96,EdTech,Webinar,2025-06-13,68,False,,5000,SQL
1382,Lead_1382,lead1382@example.com,Company_41,SaaS,Email Campaign,2025-06-15,45,False,,10000,MQL
1383,Lead_1383,lead1383@example.com,Company_236,FinTech,Email Campaign,2025-06-22,17,False,,10000,Lead
1384,Lead_1384,lead1384@example.com,Company_91,Healthcare,Organic,2025-06-05,6,False,,0,Lead
1385,Lead_1385,lead1385@example.com,Company_113,Healthcare,Email Campaign,2025-07-13,27,False,,10000,Lead
1386,Lead_1386,lead1386@example.com,Company_116,FinTech,Facebook Ads,2025-06-08,16,False,,30000,Lead
1387,Lead_1387,lead1387@example.com,Company_159,Manufacturing,Organic,2025-06-03,9,False,,0,Lead
1388,Lead_1388,lead1388@example.com,Company_209,SaaS,Webinar,2025-07-09,37,False,,5000,Lead
1389,Lead_1389,lead1389@example.com,Company_239,SaaS,Email Campaign,2025-08-29,87,False,,10000,POC
1390,Lead_1390,lead1390@example.com,Company_233,EdTech,Referral,2025-06-29,39,True,2025-07-08,2500,Customer
1391,Lead_1391,lead1391@example.com,Company_141,E-Commerce,Facebook Ads,2025-07-14,5,False,,30000,Lead
1392,Lead_1392,lead1392@example.com,Company_149,Manufacturing,LinkedIn DMs,2025-06-23,27,False,,25000,Lead
1393,Lead_1393,lead1393@example.com,Company_47,E-Commerce,Organic,2025-06-01,64,False,,0,MQL
1394,Lead_1394,lead1394@example.com,Company_24,Manufacturing,LinkedIn DMs,2025-06-25,48,False,,25000,MQL
1395,Lead_1395,lead1395@example.com,Company_142,Healthcare,Facebook Ads,2025-06-19,19,False,,30000,Lead
1396,Lead_1396,lead1396@example.com,Company_238,FinTech,LinkedIn DMs,2025-06-10,61,False,,25000,MQL
1397,Lead_1397,lead1397@example.com,Company_173,SaaS,Referral,2025-06-30,43,True,2025-07-11,2500,Customer
1398,Lead_1398,lead1398@example.com,Company_199,Manufacturing,Facebook Ads,2025-06-12,19,False,,30000,Lead
1399,Lead_1399,lead1399@example.com,Company_269,FinTech,Facebook Ads,2025-06-17,0,False,,30000,Lead
1400,Lead_1400,lead1400@example.com,Company_262,Healthcare,Webinar,2025-08-19,38,False,,5000,Lead
1401,Lead_1401,lead1401@example.com,Company_221,SaaS,Facebook Ads,2025-06-07,27,False,,30000,Lead
1402,Lead_1402,lead1402@example.com,Company_161,Healthcare,Facebook Ads,2025-06-17,20,False,,30000,Lead
1403,Lead_1403,lead1403@example.com,Company_215,Manufacturing,Email Campaign,2025-06-08,41,False,,10000,MQL
1404,Lead_1404,lead1404@example.com,Company_47,Healthcare,Facebook Ads,2025-06-16,5,False,,30000,Lead
1405,Lead_1405,lead1405@example.com,Company_62,Healthcare,Organic,2025-06-27,0,False,,0,Lead
1406,Lead_1406,lead1406@example.com,Company_144,E-Commerce,Email Campaign,2025-07-12,40,False,,10000,MQL
1407,Lead_1407,lead1407@example.com,Company_62,E-Commerce,Facebook Ads,2025-06-11,22,False,,30000,Lead
1408,Lead_1408,lead1408@example.com,Company_29,EdTech,Facebook Ads,2025-06-05,32,False,,30000,Lead
1409,Lead_1409,lead1409@example.com,Company_268,E-Commerce,Email Campaign,2025-06-04,68,False,,10000,POC
1410,Lead_1410,lead1410@example.com,Company_67,E-Commerce,Facebook Ads,2025-05-31,15,False,,30000,Lead
1411,Lead_1411,lead1411@example.com,Company_127,E-Commerce,Facebook Ads,2025-06-14,25,False,,30000,Lead
1412,Lead_1412,lead1412@example.com,Company_167,Manufacturing,Facebook Ads,2025-06-07,39,True,2025-07-20,30000,Customer
1413,Lead_1413,lead1413@example.com,Company_163,EdTech,Facebook Ads,2025-07-31,0,False,,30000,Lead
1414,Lead_1414,lead1414@example.com,Company_116,FinTech,Organic,2025-06-05,23,False,,0,Lead
1415,Lead_1415,lead1415@example.com,Company_136,Manufacturing,Facebook Ads,2025-06-23,44,False,,30000,MQL
1416,Lead_1416,lead1416@example.com,Company_139,Manufacturing,Facebook Ads,2025-07-02,0,False,,30000,Lead
1417,Lead_1417,lead1417@example.com,Company_7,Manufacturing,Facebook Ads,2025-06-04,33,False,,30000,Lead
1418,Lead_1418,lead1418@example.com,Company_146,SaaS,Email Campaign,2025-06-10,7,False,,10000,Lead
1419,Lead_1419,lead1419@example.com,Company_88,Healthcare,Organic,2025-06-09,0,False,,0,Lead
1420,Lead_1420,lead1420@example.com,Company_290,Healthcare,Organic,2025-06-01,8,False,,0,Lead
1421,Lead_1421,lead1421@example.com,Company_141,Healthcare,Referral,2025-06-06,0,False,,2500,Lead
1422,Lead_1422,lead1422@example.com,Company_247,FinTech,Organic,2025-07-13,13,False,,0,Lead
1423,Lead_1423,lead1423@example.com,Company_143,FinTech,Webinar,2025-07-17,44,False,,5000,MQL
1424,Lead_1424,lead1424@example.com,Company_236,E-Commerce,LinkedIn DMs,2025-06-01,3,False,,25000,Lead
1425,Lead_1425,lead1425@example.com,Company_266,Healthcare,Facebook Ads,2025-06-11,30,False,,30000,Lead
1426,Lead_1426,lead1426@example.com,Company_39,Manufacturing,Facebook Ads,2025-05-31,34,False,,30000,Lead
1427,Lead_1427,lead1427@example.com,Company_282,E-Commerce,Email Campaign,2025-05-31,47,False,,10000,MQL
1428,Lead_1428,lead1428@example.com,Company_66,EdTech,Email Campaign,2025-06-23,13,False,,10000,Lead
1429,Lead_1429,lead1429@example.com,Company_137,Manufacturing,LinkedIn DMs,2025-06-07,29,False,,25000,Lead
1430,Lead_1430,lead1430@example.com,Company_137,E-Commerce,LinkedIn DMs,2025-06-11,50,False,,25000,MQL
1431,Lead_1431,lead1431@example.com,Company_204,EdTech,Facebook Ads,2025-06-07,39,False,,30000,Lead
1432,Lead_1432,lead1432@example.com,Company_5,E-Commerce,Facebook Ads,2025-07-10,0,False,,30000,Lead
1433,Lead_1433,lead1433@example.com,Company_92,Manufacturing,LinkedIn DMs,2025-06-12,62,False,,25000,MQL
1434,Lead_1434,lead1434@example.com,Company_201,FinTech,Referral,2025-06-02,24,False,,2500,Lead
1435,Lead_1435,lead1435@example.com,Company_48,Manufacturing,Email Campaign,2025-06-04,46,False,,10000,MQL
1436,Lead_1436,lead1436@example.com,Company_190,SaaS,Facebook Ads,2025-06-21,16,False,,30000,Lead
1437,Lead_1437,lead1437@example.com,Company_207,EdTech,LinkedIn DMs,2025-07-14,30,False,,25000,Lead
1438,Lead_1438,lead1438@example.com,Company_287,E-Commerce,Facebook Ads,2025-05-31,0,False,,30000,Lead
1439,Lead_1439,lead1439@example.com,Company_4,Healthcare,LinkedIn DMs,2025-06-11,82,False,,25000,SQL
1440,Lead_1440,lead1440@example.com,Company_287,E-Commerce,Email Campaign,2025-08-17,41,False,,10000,MQL
1441,Lead_1441,lead1441@example.com,Company_1,Manufacturing,Facebook Ads,2025-07-08,24,False,,30000,Lead
1442,Lead_1442,lead1442@example.com,Company_36,Healthcare,Facebook Ads,2025-06-11,40,False,,30000,MQL
1443,Lead_1443,lead1443@example.com,Company_29,EdTech,Facebook Ads,2025-06-04,6,False,,30000,Lead
1444,Lead_1444,lead1444@example.com,Company_9,Healthcare,LinkedIn DMs,2025-06-24,42,False,,25000,MQL
1445,Lead_1445,lead1445@example.com,Company_22,Healthcare,Facebook Ads,2025-06-04,5,False,,30000,Lead
1446,Lead_1446,lead1446@example.com,Company_161,Manufacturing,Webinar,2025-06-07,100,False,,5000,SQL
1447,Lead_1447,lead1447@example.com,Company_68,EdTech,Facebook Ads,2025-06-19,54,False,,30000,MQL
1448,Lead_1448,lead1448@example.com,Company_10,Healthcare,Organic,2025-06-01,0,False,,0,Lead
1449,Lead_1449,lead1449@example.com,Company_11,Manufacturing,Organic,2025-06-15,12,False,,0,Lead
1450,Lead_1450,lead1450@example.com,Company_251,E-Commerce,Facebook Ads,2025-06-23,0,False,,30000,Lead
1451,Lead_1451,lead1451@example.com,Company_27,Healthcare,Email Campaign,2025-06-04,40,False,,10000,MQL
1452,Lead_1452,lead1452@example.com,Company_10,SaaS,Facebook Ads,2025-06-07,26,False,,30000,Lead
1453,Lead_1453,lead1453@example.com,Company_56,Healthcare,Email Campaign,2025-06-18,53,False,,10000,MQL
1454,Lead_1454,lead1454@example.com,Company_228,Healthcare,Organic,2025-08-28,19,False,,0,Lead
1455,Lead_1455,lead1455@example.com,Company_27,Healthcare,LinkedIn DMs,2025-06-12,57,False,,25000,MQL
1456,Lead_1456,lead1456@example.com,Company_102,FinTech,Webinar,2025-09-10,53,False,,5000,MQL
1457,Lead_1457,lead1457@example.com,Company_80,E-Commerce,Facebook Ads,2025-07-14,5,False,,30000,Lead
1458,Lead_1458,lead1458@example.com,Company_253,FinTech,Facebook Ads,2025-06-06,1,False,,30000,Lead
1459,Lead_1459,lead1459@example.com,Company_103,E-Commerce,Facebook Ads,2025-07-29,17,False,,30000,Lead
1460,Lead_1460,lead1460@example.com,Company_113,EdTech,Webinar,2025-06-03,62,False,,5000,MQL
1461,Lead_1461,lead1461@example.com,Company_20,EdTech,Facebook Ads,2025-06-11,10,False,,30000,Lead
1462,Lead_1462,lead1462@example.com,Company_192,SaaS,Webinar,2025-06-12,47,False,,5000,MQL
1463,Lead_1463,lead1463@example.com,Company_232,SaaS,Email Campaign,2025-06-02,45,False,,10000,MQL
1464,Lead_1464,lead1464@example.com,Company_17,SaaS,LinkedIn DMs,2025-06-06,9,False,,25000,Lead
1465,Lead_1465,lead1465@example.com,Company_103,FinTech,Organic,2025-06-07,34,False,,0,Lead
1466,Lead_1466,lead1466@example.com,Company_19,Manufacturing,LinkedIn DMs,2025-06-02,33,False,,25000,Lead
1467,Lead_1467,lead1467@example.com,Company_160,EdTech,Organic,2025-06-29,35,False,,0,Lead
1468,Lead_1468,lead1468@example.com,Company_269,FinTech,Facebook Ads,2025-07-03,41,True,2025-08-11,30000,Customer
1469,Lead_1469,lead1469@example.com,Company_245,Healthcare,Organic,2025-06-05,42,False,,0,MQL
1470,Lead_1470,lead1470@example.com,Company_230,Manufacturing,LinkedIn DMs,2025-06-05,61,False,,25000,MQL
1471,Lead_1471,lead1471@example.com,Company_271,E-Commerce,Facebook Ads,2025-06-23,0,False,,30000,Lead
1472,Lead_1472,lead1472@example.com,Company_50,Healthcare,LinkedIn DMs,2025-07-29,38,False,,25000,Lead
1473,Lead_1473,lead1473@example.com,Company_216,E-Commerce,Facebook Ads,2025-07-08,19,False,,30000,Lead
1474,Lead_1474,lead1474@example.com,Company_205,Healthcare,Facebook Ads,2025-06-03,37,False,,30000,Lead
1475,Lead_1475,lead1475@example.com,Company_40,Healthcare,Email Campaign,2025-06-14,64,False,,10000,MQL
1476,Lead_1476,lead1476@example.com,Company_54,Healthcare,Facebook Ads,2025-07-26,48,False,,30000,MQL
1477,Lead_1477,lead1477@example.com,Company_157,Healthcare,Email Campaign,2025-06-24,43,True,2025-07-26,10000,Customer
1478,Lead_1478,lead1478@example.com,Company_123,Healthcare,Email Campaign,2025-07-24,29,False,,10000,Lead
1479,Lead_1479,lead1479@example.com,Company_183,E-Commerce,Referral,2025-06-22,13,False,,2500,Lead
1480,Lead_1480,lead1480@example.com,Company_43,EdTech,LinkedIn DMs,2025-06-27,38,False,,25000,Lead
1481,Lead_1481,lead1481@example.com,Company_42,Manufacturing,Facebook Ads,2025-06-17,47,False,,30000,MQL
1482,Lead_1482,lead1482@example.com,Company_3,SaaS,Referral,2025-06-08,19,False,,2500,Lead
1483,Lead_1483,lead1483@example.com,Company_96,SaaS,Facebook Ads,2025-07-13,23,False,,30000,Lead
1484,Lead_1484,lead1484@example.com,Company_15,FinTech,Email Campaign,2025-06-09,15,False,,10000,Lead
1485,Lead_1485,lead1485@example.com,Company_126,Healthcare,Webinar,2025-06-06,18,False,,5000,Lead
1486,Lead_1486,lead1486@example.com,Company_262,Healthcare,Facebook Ads,2025-06-21,11,False,,30000,Lead
1487,Lead_1487,lead1487@example.com,Company_124,Manufacturing,LinkedIn DMs,2025-06-29,52,False,,25000,MQL
1488,Lead_1488,lead1488@example.com,Company_20,Healthcare,Organic,2025-06-03,78,False,,0,SQL
1489,Lead_1489,lead1489@example.com,Company_26,E-Commerce,Email Campaign,2025-06-02,4,False,,10000,Lead
1490,Lead_1490,lead1490@example.com,Company_157,SaaS,Organic,2025-06-02,25,True,2025-06-09,0,Customer
1491,Lead_1491,lead1491@example.com,Company_106,E-Commerce,Facebook Ads,2025-06-03,13,False,,30000,Lead
1492,Lead_1492,lead1492@example.com,Company_2,EdTech,Email Campaign,2025-06-16,15,False,,10000,Lead
1493,Lead_1493,lead1493@example.com,Company_4,E-Commerce,Organic,2025-06-13,44,False,,0,MQL
1494,Lead_1494,lead1494@example.com,Company_159,SaaS,LinkedIn DMs,2025-06-11,53,False,,25000,MQL
1495,Lead_1495,lead1495@example.com,Company_86,SaaS,Email Campaign,2025-05-31,9,False,,10000,Lead
1496,Lead_1496,lead1496@example.com,Company_200,Healthcare,Organic,2025-06-30,27,False,,0,Lead
1497,Lead_1497,lead1497@example.com,Company_101,FinTech,Facebook Ads,2025-06-05,43,False,,30000,MQL
1498,Lead_1498,lead1498@example.com,Company_227,EdTech,Organic,2025-06-03,31,False,,0,Lead
1499,Lead_1499,lead1499@example.com,Company_45,SaaS,Referral,2025-06-01,32,False,,2500,Lead
1500,Lead_1500,lead1500@example.com,Company_221,SaaS,LinkedIn DMs,2025-06-26,52,False,,25000,MQL
1501,Lead_1501,lead1501@example.com,Company_253,Manufacturing,Email Campaign,2025-06-13,19,False,,10000,Lead
1502,Lead_1502,lead1502@example.com,Company_51,FinTech,Facebook Ads,2025-06-15,16,False,,30000,Lead
1503,Lead_1503,lead1503@example.com,Company_173,SaaS,Facebook Ads,2025-07-12,34,False,,30000,Lead
1504,Lead_1504,lead1504@example.com,Company_180,Healthcare,Email Campaign,2025-06-06,36,True,2025-06-24,10000,Customer
1505,Lead_1505,lead1505@example.com,Company_126,E-Commerce,LinkedIn DMs,2025-06-01,84,False,,25000,SQL
1506,Lead_1506,lead1506@example.com,Company_23,Healthcare,Facebook Ads,2025-06-02,23,False,,30000,Lead
1507,Lead_1507,lead1507@example.com,Company_42,EdTech,Facebook Ads,2025-06-09,0,False,,30000,Lead
1508,Lead_1508,lead1508@example.com,Company_71,SaaS,Facebook Ads,2025-06-12,44,False,,30000,MQL
1509,Lead_1509,lead1509@example.com,Company_215,SaaS,Facebook Ads,2025-06-13,59,False,,30000,MQL
1510,Lead_1510,lead1510@example.com,Company_226,SaaS,LinkedIn DMs,2025-06-10,44,False,,25000,MQL
1511,Lead_1511,lead1511@example.com,Company_22,Manufacturing,Webinar,2025-06-08,50,False,,5000,MQL
1512,Lead_1512,lead1512@example.com,Company_262,Manufacturing,Facebook Ads,2025-06-11,49,False,,30000,MQL
1513,Lead_1513,lead1513@example.com,Company_48,Manufacturing,Facebook Ads,2025-06-09,47,False,,30000,MQL
1514,Lead_1514,lead1514@example.com,Company_77,Healthcare,Organic,2025-06-04,0,False,,0,Lead
1515,Lead_1515,lead1515@example.com,Company_231,Healthcare,Email Campaign,2025-06-02,72,False,,10000,POC
1516,Lead_1516,lead1516@example.com,Company_243,Healthcare,Email Campaign,2025-06-12,17,False,,10000,Lead
1517,Lead_1517,lead1517@example.com,Company_11,EdTech,Referral,2025-06-21,0,False,,2500,Lead
1518,Lead_1518,lead1518@example.com,Company_174,EdTech,Facebook Ads,2025-06-29,1,False,,30000,Lead
1519,Lead_1519,lead1519@example.com,Company_256,E-Commerce,Organic,2025-06-20,23,False,,0,Lead
1520,Lead_1520,lead1520@example.com,Company_89,FinTech,Facebook Ads,2025-06-10,60,True,2025-07-24,30000,Customer
1521,Lead_1521,lead1521@example.com,Company_87,Manufacturing,Facebook Ads,2025-06-15,7,False,,30000,Lead
1522,Lead_1522,lead1522@example.com,Company_105,Manufacturing,Facebook Ads,2025-05-31,36,False,,30000,Lead
1523,Lead_1523,lead1523@example.com,Company_261,SaaS,LinkedIn DMs,2025-06-05,38,False,,25000,Lead
1524,Lead_1524,lead1524@example.com,Company_35,Manufacturing,Facebook Ads,2025-07-01,26,False,,30000,Lead
1525,Lead_1525,lead1525@example.com,Company_98,SaaS,Email Campaign,2025-06-08,70,False,,10000,POC
1526,Lead_1526,lead1526@example.com,Company_101,EdTech,Email Campaign,2025-07-28,25,False,,10000,Lead
1527,Lead_1527,lead1527@example.com,Company_252,EdTech,Facebook Ads,2025-07-02,22,False,,30000,Lead
1528,Lead_1528,lead1528@example.com,Company_32,SaaS,Referral,2025-09-19,34,False,,2500,Lead
1529,Lead_1529,lead1529@example.com,Company_66,Healthcare,Facebook Ads,2025-06-01,14,False,,30000,Lead
1530,Lead_1530,lead1530@example.com,Company_250,Healthcare,Organic,2025-06-21,56,False,,0,MQL
1531,Lead_1531,lead1531@example.com,Company_52,E-Commerce,Facebook Ads,2025-08-07,23,False,,30000,Lead
1532,Lead_1532,lead1532@example.com,Company_263,E-Commerce,Email Campaign,2025-08-05,55,False,,10000,MQL
1533,Lead_1533,lead1533@example.com,Company_215,SaaS,Email Campaign,2025-06-11,31,False,,10000,Lead
1534,Lead_1534,lead1534@example.com,Company_63,Healthcare,Facebook Ads,2025-06-06,17,False,,30000,Lead
1535,Lead_1535,lead1535@example.com,Company_189,Manufacturing,Facebook Ads,2025-06-21,1,False,,30000,Lead
1536,Lead_1536,lead1536@example.com,Company_286,EdTech,Facebook Ads,2025-06-03,12,False,,30000,Lead
1537,Lead_1537,lead1537@example.com,Company_62,E-Commerce,Organic,2025-06-30,0,False,,0,Lead
1538,Lead_1538,lead1538@example.com,Company_70,SaaS,LinkedIn DMs,2025-07-04,38,False,,25000,Lead
1539,Lead_1539,lead1539@example.com,Company_299,Manufacturing,Facebook Ads,2025-09-11,24,False,,30000,Lead
1540,Lead_1540,lead1540@example.com,Company_55,SaaS,Facebook Ads,2025-06-23,19,False,,30000,Lead
1541,Lead_1541,lead1541@example.com,Company_150,SaaS,Email Campaign,2025-06-29,0,False,,10000,Lead
1542,Lead_1542,lead1542@example.com,Company_251,FinTech,Facebook Ads,2025-06-03,14,False,,30000,Lead
1543,Lead_1543,lead1543@example.com,Company_12,SaaS,Email Campaign,2025-06-14,53,False,,10000,MQL
1544,Lead_1544,lead1544@example.com,Company_207,EdTech,Referral,2025-06-02,22,False,,2500,Lead
1545,Lead_1545,lead1545@example.com,Company_242,Manufacturing,Organic,2025-06-01,48,False,,0,MQL
1546,Lead_1546,lead1546@example.com,Company_175,Manufacturing,Referral,2025-06-12,20,False,,2500,Lead
1547,Lead_1547,lead1547@example.com,Company_161,Manufacturing,Facebook Ads,2025-06-03,54,False,,30000,MQL
1548,Lead_1548,lead1548@example.com,Company_134,Healthcare,Facebook Ads,2025-06-11,19,False,,30000,Lead
1549,Lead_1549,lead1549@example.com,Company_279,Manufacturing,Referral,2025-06-04,24,False,,2500,Lead
1550,Lead_1550,lead1550@example.com,Company_161,E-Commerce,Facebook Ads,2025-07-11,55,False,,30000,MQL
1551,Lead_1551,lead1551@example.com,Company_29,FinTech,Referral,2025-06-10,0,False,,2500,Lead
1552,Lead_1552,lead1552@example.com,Company_217,SaaS,Facebook Ads,2025-06-03,34,False,,30000,Lead
1553,Lead_1553,lead1553@example.com,Company_203,SaaS,Referral,2025-08-05,25,True,2025-08-26,2500,Customer
1554,Lead_1554,lead1554@example.com,Company_169,EdTech,Facebook Ads,2025-06-06,51,True,2025-06-19,30000,Customer
1555,Lead_1555,lead1555@example.com,Company_203,Healthcare,Organic,2025-06-10,0,False,,0,Lead
1556,Lead_1556,lead1556@example.com,Company_256,SaaS,LinkedIn DMs,2025-07-23,48,False,,25000,MQL
1557,Lead_1557,lead1557@example.com,Company_213,FinTech,Facebook Ads,2025-07-29,26,False,,30000,Lead
1558,Lead_1558,lead1558@example.com,Company_266,FinTech,Facebook Ads,2025-06-26,20,False,,30000,Lead
1559,Lead_1559,lead1559@example.com,Company_76,SaaS,Email Campaign,2025-05-31,34,False,,10000,Lead
1560,Lead_1560,lead1560@example.com,Company_163,Healthcare,Referral,2025-06-12,0,False,,2500,Lead
1561,Lead_1561,lead1561@example.com,Company_298,FinTech,Referral,2025-06-06,38,False,,2500,Lead
1562,Lead_1562,lead1562@example.com,Company_238,Manufacturing,Facebook Ads,2025-06-21,38,False,,30000,Lead
1563,Lead_1563,lead1563@example.com,Company_101,E-Commerce,Facebook Ads,2025-06-02,11,False,,30000,Lead
1564,Lead_1564,lead1564@example.com,Company_131,EdTech,Organic,2025-06-11,8,False,,0,Lead
1565,Lead_1565,lead1565@example.com,Company_281,E-Commerce,LinkedIn DMs,2025-06-06,50,False,,25000,MQL
1566,Lead_1566,lead1566@example.com,Company_47,SaaS,Organic,2025-05-31,44,False,,0,MQL
1567,Lead_1567,lead1567@example.com,Company_71,EdTech,Facebook Ads,2025-07-27,0,False,,30000,Lead
1568,Lead_1568,lead1568@example.com,Company_137,E-Commerce,Organic,2025-06-13,32,False,,0,Lead
1569,Lead_1569,lead1569@example.com,Company_61,Manufacturing,Email Campaign,2025-06-09,34,False,,10000,Lead
1570,Lead_1570,lead1570@example.com,Company_234,EdTech,Email Campaign,2025-06-16,37,False,,10000,Lead
1571,Lead_1571,lead1571@example.com,Company_83,E-Commerce,LinkedIn DMs,2025-07-13,15,True,2025-08-13,25000,Customer
1572,Lead_1572,lead1572@example.com,Company_136,EdTech,Facebook Ads,2025-07-26,9,False,,30000,Lead
1573,Lead_1573,lead1573@example.com,Company_115,E-Commerce,LinkedIn DMs,2025-06-02,57,False,,25000,MQL
1574,Lead_1574,lead1574@example.com,Company_209,FinTech,Facebook Ads,2025-06-01,27,False,,30000,Lead
1575,Lead_1575,lead1575@example.com,Company_203,E-Commerce,Organic,2025-06-09,17,False,,0,Lead
1576,Lead_1576,lead1576@example.com,Company_78,SaaS,Referral,2025-06-03,41,False,,2500,MQL
1577,Lead_1577,lead1577@example.com,Company_265,Manufacturing,Facebook Ads,2025-06-13,35,False,,30000,Lead
1578,Lead_1578,lead1578@example.com,Company_88,SaaS,Referral,2025-06-03,4,False,,2500,Lead
1579,Lead_1579,lead1579@example.com,Company_294,SaaS,Organic,2025-06-12,13,False,,0,Lead
1580,Lead_1580,lead1580@example.com,Company_13,SaaS,Facebook Ads,2025-06-24,22,False,,30000,Lead
1581,Lead_1581,lead1581@example.com,Company_90,SaaS,Referral,2025-07-12,0,False,,2500,Lead
1582,Lead_1582,lead1582@example.com,Company_8,Healthcare,Facebook Ads,2025-06-01,11,False,,30000,Lead
1583,Lead_1583,lead1583@example.com,Company_271,EdTech,Facebook Ads,2025-06-11,22,False,,30000,Lead
1584,Lead_1584,lead1584@example.com,Company_69,Healthcare,LinkedIn DMs,2025-05-31,51,True,2025-06-26,25000,Customer
1585,Lead_1585,lead1585@example.com,Company_80,Healthcare,LinkedIn DMs,2025-06-21,25,True,2025-07-07,25000,Customer
1586,Lead_1586,lead1586@example.com,Company_14,EdTech,LinkedIn DMs,2025-06-29,67,False,,25000,SQL
1587,Lead_1587,lead1587@example.com,Company_151,Manufacturing,Email Campaign,2025-07-04,33,False,,10000,Lead
1588,Lead_1588,lead1588@example.com,Company_70,SaaS,Organic,2025-05-31,43,False,,0,MQL
1589,Lead_1589,lead1589@example.com,Company_207,FinTech,Facebook Ads,2025-07-14,3,False,,30000,Lead
1590,Lead_1590,lead1590@example.com,Company_84,Manufacturing,Facebook Ads,2025-07-11,29,False,,30000,Lead
1591,Lead_1591,lead1591@example.com,Company_268,EdTech,Facebook Ads,2025-07-13,0,False,,30000,Lead
1592,Lead_1592,lead1592@example.com,Company_115,SaaS,Facebook Ads,2025-07-10,59,False,,30000,MQL
1593,Lead_1593,lead1593@example.com,Company_240,EdTech,Email Campaign,2025-06-14,47,False,,10000,MQL
1594,Lead_1594,lead1594@example.com,Company_13,E-Commerce,Webinar,2025-06-03,72,False,,5000,POC
1595,Lead_1595,lead1595@example.com,Company_187,Healthcare,Facebook Ads,2025-07-27,0,False,,30000,Lead
1596,Lead_1596,lead1596@example.com,Company_23,SaaS,Organic,2025-06-01,0,False,,0,Lead
1597,Lead_1597,lead1597@example.com,Company_196,FinTech,Facebook Ads,2025-06-06,32,False,,30000,Lead
1598,Lead_1598,lead1598@example.com,Company_31,SaaS,Facebook Ads,2025-08-20,12,False,,30000,Lead
1599,Lead_1599,lead1599@example.com,Company_62,EdTech,Webinar,2025-06-02,36,False,,5000,Lead
1600,Lead_1600,lead1600@example.com,Company_278,Healthcare,Referral,2025-06-06,44,False,,2500,MQL
1601,Lead_1601,lead1601@example.com,Company_267,Manufacturing,Referral,2025-06-23,0,False,,2500,Lead
1602,Lead_1602,lead1602@example.com,Company_285,SaaS,Email Campaign,2025-06-30,36,False,,10000,Lead
